,IS_Slippage,ordersize,volatility,averageSpread,duration,notional,algo
0,118.37449583930413,28.154509495895866,150,2.638796883001016,0.9978472591077647,198112214.4870415,algo_2
1,368.6062213015459,193.32430633634806,300,4.264818705998629,1.0,10775404.195052389,algo_2
2,356.1809230282116,46.862603666077575,300,1.9547009763983219,1.0,26471221.906284485,algo_2
3,110.20304554207706,49.780591005833344,100,6.334067444692447,0.9411591661549777,29294019.911887184,algo_1
4,-39.98962734559345,7.890751706626441,300,1.6918543871271394,1.0,216297442.10181797,algo_2
5,411.9538173426486,55.47559932447259,300,7.340945277844405,0.7686778730593347,7722332.975467727,algo_1
6,312.0997304201619,175.50939876121268,150,0.7905049969389665,0.3599880848421061,23903012.7463652,algo_2
7,-15.173390002422607,5.995576752714991,150,0.3765123376798151,0.8505471426822706,55805993.8727573,algo_1
8,357.19240146678584,53.41429257554607,300,2.9097460385474947,0.32917235207025797,6069115.155677851,algo_1
9,437.5406659483544,63.24086252792625,300,1.0431102661682221,0.22914087156281848,33193055.82121621,algo_2
10,-145.73042688283155,13.794823354049694,250,0.5534573968679949,0.7296176038219908,73178684.98964241,algo_1
11,55.4413215467389,11.947665625589702,200,8.606211933439061,0.1909828369457951,3530949.5556918755,algo_2
12,295.3176590959146,55.99041709492987,250,0.8700459382391171,0.0301370104434433,45472102.54530909,algo_2
13,286.62670616067186,89.83125026579864,200,0.6788542480349795,0.6643412111259894,81969859.52094686,algo_1
14,-79.28763363625433,8.775863142819126,250,1.0540125017487105,0.6438276172367378,9711945.480956119,algo_2
15,46.768766701424866,11.033292440165035,100,0.8776315804321894,0.9881191955532674,18910101.31696522,algo_1
16,105.89000496762166,20.274255533945343,200,2.8042969460766445,1.0,4974743.34759773,algo_1
17,173.4009850522461,118.2728728600389,100,4.302679061614697,0.7759754854968683,33861344.12189016,algo_2
18,492.64116149417487,152.91403868670145,200,1.6759006778639658,0.7969407437711655,16746092.762520526,algo_2
19,77.08560574449677,9.514590578923489,100,19.23624563690293,0.3964890317197727,21086188.449575156,algo_1
20,279.584329636287,36.62917653312104,300,8.589074891290776,0.5044256441071824,9241801.86502659,algo_2
21,190.98143460397648,56.82353694484379,150,4.379321854531014,0.6314810564952432,28014112.230630916,algo_2
22,41.42411065165595,14.799925210032674,300,0.9767998141417538,0.3978891108327465,38682684.68599569,algo_1
23,247.61444088594973,34.664879474935184,300,0.32677437519308655,0.8695854505635474,24515481.342780367,algo_2
24,202.8929336896463,34.21046178432164,300,4.261492046947059,0.8258365340349674,8052981.507636972,algo_2
25,355.5438540102615,20.786996321105043,250,3.550702033680046,1.0,79136248.40595828,algo_2
26,130.20277808321953,23.674544969988165,300,1.2734902213718202,0.23152650684022535,31771214.41489229,algo_1
27,192.67246157217144,59.88086158618951,200,2.6552729014889223,0.9524984209350785,5683548.85019132,algo_1
28,234.13659953322565,7.252177399843943,250,0.13167662665535523,0.8450500510090364,178426406.46395782,algo_1
29,9.705235469441703,4.322407733199382,300,0.776358229239453,0.3430325160625455,100086499.73963998,algo_1
30,441.6283700187889,182.82390860073934,250,1.2368134050749795,1.0,41016621.96895005,algo_2
31,101.91455334986325,87.20183624008467,100,3.4709623581138564,0.9531518964604251,12344641.319299836,algo_1
32,116.53087173527472,46.28487336870351,100,3.8799662463160716,0.6508020435181148,28678906.847729515,algo_1
33,264.5226968572174,200.42997958105627,100,1.8027400022415865,0.45343583178423685,68392537.84936367,algo_2
34,355.46727098199744,81.21458156178726,250,3.716155296459711,0.8343983311044899,87847425.1264534,algo_2
35,538.713056448228,117.84982695572477,300,19.944723558275033,0.8682658239364205,22271808.556702603,algo_1
36,264.1644425140005,5.749760027985525,250,2.4093082094774663,0.502978740959047,12819462.781050302,algo_1
37,359.2084039570802,323.92304644870785,150,13.306341268691225,0.2889916696487633,2502826.400814841,algo_2
38,309.4043774306437,433.9788330336072,150,2.375397909330433,0.8842122214103891,31427328.69985471,algo_2
39,87.36586246107423,15.813881873875529,100,2.9104066782205535,0.9907118741122356,54332813.21263083,algo_1
40,112.1151909064395,12.271963440154268,100,18.563588571415593,0.16054858355890922,14402749.251185479,algo_1
41,-12.133012944381136,14.686149987407807,250,7.942680632836966,0.7460826147722366,80141857.46276917,algo_1
42,379.99743207908233,12.058615786154018,300,10.057156280610847,0.8854992164639397,21646584.06398139,algo_1
43,242.6497016583231,46.037763832783945,300,2.410186720549956,0.28512981370060175,14761266.672394546,algo_2
44,22.423320204193573,10.938708135621198,300,4.817480553976268,0.9973715053656634,11325121.330178373,algo_1
45,806.9390489707273,96.33894318950728,250,2.994405844720598,0.7474133910408038,4589238.783664749,algo_1
46,352.1767382802838,73.51802102156809,150,0.6089193083749624,0.8838310152851222,43413459.794013664,algo_1
47,470.3022715161461,111.16926643549547,300,9.866598042347718,0.4398103191273016,16895902.436158333,algo_2
48,178.66827380420176,43.021855556631024,250,7.784305814490714,0.2724959709985372,43594977.2406353,algo_1
49,100.97670296355258,146.31693274537187,100,8.143696918738426,0.8363934351390772,19206069.584201936,algo_2
